CAD.CDW.ID,CAD.Event.Number,General.Offense.Number,Event.Clearance.Code,Event.Clearance.Description,Event.Clearance.SubGroup,Event.Clearance.Group,MM,DD,YYYY,TIME,Hundred.Block.Location,District.Sector,Zone.Beat,Census.Tract,Longitude,Latitude,Incident.Location,Initial.Type.Description,Initial.Type.Subgroup,Initial.Type.Group,At.Scene.Time
1102798,15000177563,2015177563,062,BICYCLE THEFT,THEFT,BIKE,05,29,2015,11:51:00,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.369692499,47.661468177,(47.661468177, -122.369692499),TRU - THEFT,OTHER PROPERTY,THEFT,
1102944,15000177645,2015177645,062,BICYCLE THEFT,THEFT,BIKE,05,29,2015,01:15:00,22XX BLOCK OF 14 AV W,Q,Q2,5802.2018,-122.375005865,47.63965805,(47.63965805, -122.375005865),TRU - THEFT,OTHER PROPERTY,THEFT,
1103060,15000177652,2015177652,062,BICYCLE THEFT,THEFT,BIKE,05,29,2015,02:02:00,86XX BLOCK OF 14 AV S,F,F3,11200.3008,-122.314917144,47.52601648,(47.52601648, -122.314917144),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/29/2015 01:20:00 PM
1103550,15000175495,2015175495,062,BICYCLE THEFT,THEFT,BIKE,05,28,2015,03:22:00,OCCIDENTAL AV S / S KING ST,K,K2,9300.2016,-122.332888957,47.598288527,(47.598288527, -122.332888957),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/27/2015 10:58:00 PM
1105103,15000178981,2015178981,062,BICYCLE THEFT,THEFT,BIKE,05,30,2015,01:16:00,19XX BLOCK OF 6 AV S,O,O1,9300.3010,-122.325973244,47.585075595,(47.585075595, -122.325973244),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/30/2015 12:08:00 PM
1104181,15000175037,2015175037,062,BICYCLE THEFT,THEFT,BIKE,05,27,2015,08:04:00,PIKE ST / ALASKAN WY,M,M1,8100.1013,-122.342652089,47.607841478,(47.607841478, -122.342652089),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/27/2015 05:00:00 PM
1104316,15000174852,2015174852,062,BICYCLE THEFT,THEFT,BIKE,05,27,2015,02:23:00,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334817763,47.612368448,(47.612368448, -122.334817763),TRU - THEFT,OTHER PROPERTY,THEFT,05/27/2015 01:56:00 PM
1104369,15000174743,2015174743,062,BICYCLE THEFT,THEFT,BIKE,05,27,2015,01:25:00,6XX BLOCK OF 3 AV,K,K1,8100.2040,-122.331735383,47.603126538,(47.603126538, -122.331735383),TRU - THEFT,OTHER PROPERTY,THEFT,05/27/2015 12:56:00 PM
1104493,15000174526,2015174526,062,BICYCLE THEFT,THEFT,BIKE,05,27,2015,11:54:00,22XX BLOCK OF WESTLAKE AV,D,D2,7200.1047,-122.338437556,47.6182429,(47.6182429, -122.338437556),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/27/2015 10:40:00 AM
1104575,15000174411,2015174411,062,BICYCLE THEFT,THEFT,BIKE,05,27,2015,07:58:00,4XX BLOCK OF 1 AV N,Q,Q3,7100.2001,-122.355419401,47.622687358,(47.622687358, -122.355419401),TRU - THEFT,OTHER PROPERTY,THEFT,05/27/2015 07:38:00 AM
1104775,15000178934,2015178934,062,BICYCLE THEFT,THEFT,BIKE,05,30,2015,10:22:00,14XX BLOCK OF 12 AV,E,E2,7500.4008,-122.316784623,47.613496501,(47.613496501, -122.316784623),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1104802,15000174111,2015174111,062,BICYCLE THEFT,THEFT,BIKE,05,27,2015,02:17:00,7XX BLOCK OF PIKE ST,M,M2,8200.1018,-122.332798946,47.611838462,(47.611838462, -122.332798946),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/27/2015 12:38:00 AM
1104951,15000173941,2015173941,062,BICYCLE THEFT,THEFT,BIKE,05,26,2015,09:55:00,36XX BLOCK OF DAYTON AV N,B,B2,4900.3011,-122.352353124,47.652953585,(47.652953585, -122.352353124),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/26/2015 08:38:00 PM
1105198,15000173652,2015173652,062,BICYCLE THEFT,THEFT,BIKE,05,26,2015,06:50:00,22XX BLOCK OF THORNDYKE AV W,Q,Q1,5802.3009,-122.387682264,47.638778332,(47.638778332, -122.387682264),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,05/26/2015 05:54:00 PM
1105221,15000179088,2015179088,062,BICYCLE THEFT,THEFT,BIKE,05,30,2015,02:11:00,45XX BLOCK OF 7 AV NE,U,U2,5200.5005,-122.320726225,47.661562506,(47.661562506, -122.320726225),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/30/2015 12:59:00 PM
1105225,15000173631,2015173631,062,BICYCLE THEFT,THEFT,BIKE,05,26,2015,03:54:00,11XX BLOCK OF OLIVE WY,D,D3,7300.2018,-122.330174729,47.615681806,(47.615681806, -122.330174729),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/26/2015 02:59:00 PM
1105517,15000173363,2015173363,062,BICYCLE THEFT,THEFT,BIKE,05,26,2015,12:08:00,N 36 ST / CORLISS AV N,B,B3,5400.2036,-122.331546111,47.650500347,(47.650500347, -122.331546111),SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/26/2015 11:49:00 AM
1105523,15000173352,2015173352,062,BICYCLE THEFT,THEFT,BIKE,05,26,2015,02:39:00,16XX BLOCK OF N 37 ST,B,B3,5400.1015,-122.338098813,47.651988467,(47.651988467, -122.338098813),TRU - THEFT,OTHER PROPERTY,THEFT,05/26/2015 01:48:00 PM
1105747,15000173165,2015173165,062,BICYCLE THEFT,THEFT,BIKE,05,26,2015,09:47:00,20XX BLOCK OF 2 AV,M,M1,8002.1001,-122.3424026,47.612117499,(47.612117499, -122.3424026),TRU - THEFT,OTHER PROPERTY,THEFT,05/26/2015 09:25:00 AM
1106897,15000180285,2015180285,062,BICYCLE THEFT,THEFT,BIKE,05,31,2015,11:26:00,36XX BLOCK OF DENSMORE AV N,B,B3,5400.1017,-122.337509208,47.651246293,(47.651246293, -122.337509208),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,05/31/2015 09:58:00 AM
1105924,15000173110,2015173110,062,BICYCLE THEFT,THEFT,BIKE,05,26,2015,10:32:00,9XX BLOCK OF 30 AV,C,C3,8800.1015,-122.293801689,47.610221968,(47.610221968, -122.293801689),TRU - THEFT,OTHER PROPERTY,THEFT,05/26/2015 08:51:00 AM
2015085,17000201019,2017201019,062,BICYCLE THEFT,THEFT,BIKE,06,05,2017,02:23:32,17XX BLOCK OF 4 AV S,O,O1,9300.2072,-122.329056,47.5872,(47.5872, -122.329056),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1107212,15000180561,2015180561,062,BICYCLE THEFT,THEFT,BIKE,05,31,2015,03:07:00,E PIKE ST / BROADWAY,E,E2,7500.4016,-122.320781185,47.614074152,(47.614074152, -122.320781185),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1106438,15000172174,2015172174,062,BICYCLE THEFT,THEFT,BIKE,05,25,2015,09:53:00,PHINNEY AV N / N 62 ST,B,B2,3500.2014,-122.35436986,47.673864159,(47.673864159, -122.35436986),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/25/2015 08:08:00 PM
2038173,17000242582,2017242582,062,BICYCLE THEFT,THEFT,BIKE,07,05,2017,08:00:59,1XX BLOCK OF PIKE ST,M,M1,8100.3003,-122.33946,47.609055,(47.609055, -122.33946),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,07/05/2017 04:56:21 AM
1106949,15000171532,2015171532,062,BICYCLE THEFT,THEFT,BIKE,05,25,2015,06:50:00,125XX BLOCK OF AURORA AV N,N,N2,402.2004,-122.344946829,47.720481993,(47.720481993, -122.344946829),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/25/2015 05:24:00 AM
1107285,15000180393,2015180393,062,BICYCLE THEFT,THEFT,BIKE,05,31,2015,05:04:00,125XX BLOCK OF LAKE CITY WY NE,L,L3,100.5005,-122.294696911,47.720185072,(47.720185072, -122.294696911),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/31/2015 12:21:00 PM
1107394,15000180544,2015180544,062,BICYCLE THEFT,THEFT,BIKE,05,31,2015,07:47:00,52XX BLOCK OF S MYRTLE ST,R,R3,11102.1015,-122.266452945,47.538894676,(47.538894676, -122.266452945),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,05/31/2015 05:31:00 PM
1107382,15000180680,2015180680,062,BICYCLE THEFT,THEFT,BIKE,05,31,2015,07:30:00,44XX BLOCK OF FREMONT AV N,B,B2,4900.5008,-122.350035806,47.661078856,(47.661078856, -122.350035806),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/31/2015 05:17:00 PM
1107928,15000181469,2015181469,062,BICYCLE THEFT,THEFT,BIKE,06,01,2015,11:23:00,THOMAS ST / TERRY AV N,D,D3,7300.3011,-122.337161475,47.620867447,(47.620867447, -122.337161475),TRU - THEFT,OTHER PROPERTY,THEFT,
2047660,17000259921,2017259921,062,BICYCLE THEFT,THEFT,BIKE,07,17,2017,10:32:36,14XX BLOCK OF N 80 ST,J,J3,2700.4009,-122.33978,47.686928,(47.686928, -122.33978),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,07/17/2017 08:12:02 AM
1108084,15000181729,2015181729,062,BICYCLE THEFT,THEFT,BIKE,06,01,2015,02:34:00,1XX BLOCK OF HARVARD AV E,E,E1,7402.1010,-122.322196398,47.619315789,(47.619315789, -122.322196398),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/01/2015 01:30:00 PM
1109130,15000183012,2015183012,062,BICYCLE THEFT,THEFT,BIKE,06,02,2015,04:59:00,13XX BLOCK OF SPRING ST,E,E3,8400.2007,-122.323016081,47.611212501,(47.611212501, -122.323016081),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/02/2015 12:58:00 PM
1109362,15000183386,2015183386,062,BICYCLE THEFT,THEFT,BIKE,06,02,2015,09:53:00,72XX BLOCK OF DAYTON AV N,J,J3,2800.3004,-122.352598122,47.68142911,(47.68142911, -122.352598122),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/02/2015 08:21:00 PM
1109245,15000183411,2015183411,062,BICYCLE THEFT,THEFT,BIKE,06,02,2015,07:18:00,22XX BLOCK OF E MADISON ST,C,C3,7900.1000,-122.303098814,47.618795464,(47.618795464, -122.303098814),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/02/2015 05:59:00 PM
1109424,15000183452,2015183452,062,BICYCLE THEFT,THEFT,BIKE,06,02,2015,09:34:00,23XX BLOCK OF MINOR AV E,D,D3,6100.4007,-122.328354324,47.64087933,(47.64087933, -122.328354324),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/02/2015 08:36:00 PM
1109431,15000183266,2015183266,062,BICYCLE THEFT,THEFT,BIKE,06,02,2015,09:51:00,34XX BLOCK OF FREMONT AV N,B,B2,4900.2023,-122.349791171,47.650010373,(47.650010373, -122.349791171),TRU - THEFT,OTHER PROPERTY,THEFT,06/02/2015 09:43:00 PM
1109632,15000183947,2015183947,062,BICYCLE THEFT,THEFT,BIKE,06,03,2015,08:43:00,NE 45 ST / 9 AV NE,U,U2,5200.5006,-122.318780056,47.661303795,(47.661303795, -122.318780056),TRU - THEFT,OTHER PROPERTY,THEFT,
1109771,15000184177,2015184177,062,BICYCLE THEFT,THEFT,BIKE,06,03,2015,12:30:00,13XX BLOCK OF 5 AV,M,M3,8200.1021,-122.334211204,47.609189012,(47.609189012, -122.334211204),TRU - THEFT,OTHER PROPERTY,THEFT,
1109872,15000183985,2015183985,062,BICYCLE THEFT,THEFT,BIKE,06,03,2015,02:23:00,22XX BLOCK OF E NORTH ST,C,C2,6200.1028,-122.302978927,47.643744784,(47.643744784, -122.302978927),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/03/2015 12:16:00 PM
1111113,15000185863,2015185863,062,BICYCLE THEFT,THEFT,BIKE,06,04,2015,07:59:00,S ANDOVER ST / 41 AV S,R,R3,10100.5025,-122.281820045,47.567902828,(47.567902828, -122.281820045),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/04/2015 03:54:00 PM
1113707,15000189877,2015189877,062,BICYCLE THEFT,THEFT,BIKE,06,07,2015,03:29:00,88XX BLOCK OF RAINIER AV S,S,S2,11800.4000,-122.269982028,47.524739045,(47.524739045, -122.269982028),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1110874,15000185657,2015185657,062,BICYCLE THEFT,THEFT,BIKE,06,04,2015,02:57:00,NE 42 ST / BROOKLYN AV NE,U,U2,5301.3008,-122.314364495,47.65832591,(47.65832591, -122.314364495),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/04/2015 02:00:00 PM
1111766,15000187115,2015187115,062,BICYCLE THEFT,THEFT,BIKE,06,05,2015,02:58:00,6 AV S / S LANE ST,K,K3,9100.2008,-122.326372652,47.596674192,(47.596674192, -122.326372652),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1111134,15000186083,2015186083,062,BICYCLE THEFT,THEFT,BIKE,06,04,2015,08:29:00,24XX BLOCK OF 4 AV,D,D2,7200.2013,-122.34570275,47.616414161,(47.616414161, -122.34570275),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,
1111293,15000185966,2015185966,062,BICYCLE THEFT,THEFT,BIKE,06,04,2015,11:34:00,7XX BLOCK OF 5 AV,K,K1,8100.2026,-122.330167716,47.604769535,(47.604769535, -122.330167716),TRU - THEFT,OTHER PROPERTY,THEFT,
1111514,15000186666,2015186666,062,BICYCLE THEFT,THEFT,BIKE,06,05,2015,07:58:00,20 AV / E FIR ST,G,G2,8700.3009,-122.306350691,47.60267146,(47.60267146, -122.306350691),TRU - THEFT,OTHER PROPERTY,THEFT,
1111638,15000186875,2015186875,062,BICYCLE THEFT,THEFT,BIKE,06,05,2015,11:38:00,1 AV S / S SPOKANE ST,O,O1,9300.3061,-122.33419792,47.571703908,(47.571703908, -122.33419792),SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1111694,15000185785,2015185785,062,BICYCLE THEFT,THEFT,BIKE,06,04,2015,10:46:00,40XX BLOCK OF LEARY WY NW,B,B2,4800.3031,-122.362343214,47.656499259,(47.656499259, -122.362343214),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/04/2015 03:04:00 PM
1112191,15000187577,2015187577,062,BICYCLE THEFT,THEFT,BIKE,06,05,2015,11:09:00,OLIVE WY / 7 AV,M,M2,8200.1002,-122.335175141,47.613594442,(47.613594442, -122.335175141),TRU - THEFT,OTHER PROPERTY,THEFT,
1111874,15000186788,2015186788,062,BICYCLE THEFT,THEFT,BIKE,06,05,2015,05:14:00,7XX BLOCK OF BROADWAY,E,E3,8400.2012,-122.320755784,47.608657488,(47.608657488, -122.320755784),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,06/05/2015 03:49:00 PM
1111893,15000187349,2015187349,062,BICYCLE THEFT,THEFT,BIKE,06,05,2015,05:56:00,7XX BLOCK OF BROADWAY,E,E3,8400.2012,-122.320755784,47.608657488,(47.608657488, -122.320755784),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1112118,15000187367,2015187367,062,BICYCLE THEFT,THEFT,BIKE,06,05,2015,10:00:00,1 AV / UNIVERSITY ST,M,M1,8100.1001,-122.338199341,47.606833813,(47.606833813, -122.338199341),TRU - THEFT,OTHER PROPERTY,THEFT,
1112659,15000188206,2015188206,062,BICYCLE THEFT,THEFT,BIKE,06,06,2015,12:05:00,7XX BLOCK OF BROADWAY E,C,C1,6500.3007,-122.321314954,47.625976785,(47.625976785, -122.321314954),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,06/06/2015 10:49:00 AM
1112588,15000188144,2015188144,062,BICYCLE THEFT,THEFT,BIKE,06,06,2015,09:21:00,OLIVE WY / 6 AV,M,M2,8200.1002,-122.336284907,47.613127358,(47.613127358, -122.336284907),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/06/2015 08:14:00 AM
1112689,15000183523,2015183523,062,BICYCLE THEFT,THEFT,BIKE,06,02,2015,09:17:00,15XX BLOCK OF 6 AV,M,M3,8200.1005,-122.334918446,47.611639429,(47.611639429, -122.334918446),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/02/2015 08:35:00 PM
1113528,15000189524,2015189524,062,BICYCLE THEFT,THEFT,BIKE,06,07,2015,11:03:00,17XX BLOCK OF TAYLOR AV N,Q,Q2,6700.3000,-122.346708377,47.634345753,(47.634345753, -122.346708377),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,06/07/2015 08:50:00 AM
1113903,15000190104,2015190104,062,BICYCLE THEFT,THEFT,BIKE,06,07,2015,07:21:00,143XX BLOCK OF 30 AV NE,L,L1,100.4001,-122.296525794,47.733249951,(47.733249951, -122.296525794),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/07/2015 06:23:00 PM
1113401,15000189130,2015189130,062,BICYCLE THEFT,THEFT,BIKE,06,07,2015,05:02:00,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.369692499,47.661468177,(47.661468177, -122.369692499),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1114547,15000191077,2015191077,062,BICYCLE THEFT,THEFT,BIKE,06,08,2015,01:49:00,15 AV NE / NE 41 ST,U,U2,5301.4000,-122.312113721,47.656816898,(47.656816898, -122.312113721),TRU - THEFT,OTHER PROPERTY,THEFT,
1114098,15000190309,2015190309,062,BICYCLE THEFT,THEFT,BIKE,06,08,2015,01:15:00,7XX BLOCK OF BOYLSTON AV E,C,C1,6500.2007,-122.323566753,47.625986139,(47.625986139, -122.323566753),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,06/07/2015 10:57:00 PM
1114503,15000190712,2015190712,062,BICYCLE THEFT,THEFT,BIKE,06,08,2015,12:59:00,28XX BLOCK OF NW 56 ST,B,B1,3200.3008,-122.394261922,47.66946631,(47.66946631, -122.394261922),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,
2015249,17000201295,2017201295,062,BICYCLE THEFT,THEFT,BIKE,06,05,2017,06:45:46,4XX BLOCK OF NE 71 ST,J,J3,3600.2025,-122.32369,47.67997,(47.67997, -122.32369),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/05/2017 05:38:55 PM
1115262,15000191829,2015191829,062,BICYCLE THEFT,THEFT,BIKE,06,09,2015,05:54:00,NE 50 ST / 9 AV NE,U,U2,4500.1010,-122.31844157,47.664941354,(47.664941354, -122.31844157),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/08/2015 11:40:00 PM
1115004,15000191358,2015191358,062,BICYCLE THEFT,THEFT,BIKE,06,08,2015,10:37:00,11XX BLOCK OF 2 AV,K,K1,8100.2033,-122.336107951,47.606229209,(47.606229209, -122.336107951),TRU - THEFT,OTHER PROPERTY,THEFT,
2081410,17000320753,2017320753,062,BICYCLE THEFT,THEFT,BIKE,08,29,2017,11:36:56,90XX BLOCK OF 35 AV SW,W,W3,11500.2026,-122.37673,47.521965,(47.521965, -122.37673),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,08/29/2017 08:48:21 PM
1115860,15000192936,2015192936,062,BICYCLE THEFT,THEFT,BIKE,06,09,2015,07:33:00,5XX BLOCK OF 5 AV W,Q,Q3,7100.1002,-122.36324431,47.624070697,(47.624070697, -122.36324431),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/09/2015 06:41:00 PM
1115475,15000192404,2015192404,062,BICYCLE THEFT,THEFT,BIKE,06,09,2015,01:08:00,7XX BLOCK OF PIKE ST,M,M2,8200.1018,-122.332798946,47.611838462,(47.611838462, -122.332798946),TRU - THEFT,OTHER PROPERTY,THEFT,
1115482,15000192246,2015192246,062,BICYCLE THEFT,THEFT,BIKE,06,09,2015,01:07:00,2XX BLOCK OF YALE AV N,D,D3,7300.1024,-122.330420409,47.620244346,(47.620244346, -122.330420409),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/09/2015 12:02:00 PM
1115973,15000192801,2015192801,062,BICYCLE THEFT,THEFT,BIKE,06,09,2015,09:48:00,25XX BLOCK OF ELLIOTT AV,D,D1,8001.3017,-122.350933546,47.613643613,(47.613643613, -122.350933546),TRU - THEFT,OTHER PROPERTY,THEFT,
1116008,15000192842,2015192842,062,BICYCLE THEFT,THEFT,BIKE,06,09,2015,10:22:00,57XX BLOCK OF 8 AV NW,B,B2,4700.1006,-122.366174147,47.670525065,(47.670525065, -122.366174147),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/09/2015 05:43:00 PM
1116017,15000193100,2015193100,062,BICYCLE THEFT,THEFT,BIKE,06,09,2015,10:45:00,17XX BLOCK OF E MADISON ST,C,C2,7900.4,-122.309496855,47.615862547,(47.615862547, -122.309496855),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,06/09/2015 09:18:00 PM
1117359,15000195036,2015195036,062,BICYCLE THEFT,THEFT,BIKE,06,11,2015,09:22:00,14 AV NW / NW LEARY WY,B,B2,4700.2042,-122.373595143,47.663660501,(47.663660501, -122.373595143),TRU - THEFT,OTHER PROPERTY,THEFT,06/11/2015 08:30:00 AM
1117243,15000194881,2015194881,062,BICYCLE THEFT,THEFT,BIKE,06,11,2015,05:15:00,140XX BLOCK OF LAKE CITY WY NE,L,L1,100.4003,-122.292342078,47.731028434,(47.731028434, -122.292342078),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1117426,15000195200,2015195200,062,BICYCLE THEFT,THEFT,BIKE,06,11,2015,11:18:00,26XX BLOCK OF W MARINA PL,Q,Q1,5600.3048,-122.391111979,47.631045531,(47.631045531, -122.391111979),TRU - THEFT,OTHER PROPERTY,THEFT,
1117440,15000194911,2015194911,062,BICYCLE THEFT,THEFT,BIKE,06,11,2015,11:23:00,14XX BLOCK OF N NORTHGATE WY,N,N3,1300.1007,-122.339980147,47.705044851,(47.705044851, -122.339980147),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/11/2015 06:19:00 AM
1118370,15000196567,2015196567,062,BICYCLE THEFT,THEFT,BIKE,06,12,2015,10:36:00,23XX BLOCK OF MINOR AV E,D,D3,6100.4007,-122.328354324,47.64087933,(47.64087933, -122.328354324),TRU - THEFT,OTHER PROPERTY,THEFT,
1119106,15000197609,2015197609,062,BICYCLE THEFT,THEFT,BIKE,06,13,2015,01:12:00,3 AV / VIRGINIA ST,M,M2,7200.1067,-122.340894617,47.612397329,(47.612397329, -122.340894617),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/12/2015 11:32:00 PM
1118366,15000196432,2015196432,062,BICYCLE THEFT,THEFT,BIKE,06,12,2015,07:48:00,3XX BLOCK OF 9 AV,G,G1,8500.3001,-122.323443935,47.604128076,(47.604128076, -122.323443935),TRU - THEFT,OTHER PROPERTY,THEFT,06/12/2015 07:30:00 AM
1118488,15000196543,2015196543,062,BICYCLE THEFT,THEFT,BIKE,06,12,2015,01:34:00,130XX BLOCK OF LAKE CITY WY NE,L,L3,100.3002,-122.292840975,47.723795094,(47.723795094, -122.292840975),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1118822,15000196939,2015196939,062,BICYCLE THEFT,THEFT,BIKE,06,12,2015,07:41:00,15XX BLOCK OF 17 AV S,R,R1,9400.5015,-122.310544726,47.589210933,(47.589210933, -122.310544726),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/12/2015 02:46:00 PM
1118853,15000197215,2015197215,062,BICYCLE THEFT,THEFT,BIKE,06,12,2015,08:22:00,100XX BLOCK OF COLLEGE WY N,N,N3,1300.1011,-122.334524327,47.702331627,(47.702331627, -122.334524327),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1118878,15000197045,2015197045,062,BICYCLE THEFT,THEFT,BIKE,06,12,2015,08:45:00,15XX BLOCK OF 5 AV,M,M3,8200.1004,-122.33602906,47.611174927,(47.611174927, -122.33602906),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
2110107,17000373527,2017373527,062,BICYCLE THEFT,THEFT,BIKE,10,07,2017,07:14:55,55XX BLOCK OF 16 AV NE,U,U1,4400.1021,-122.310745,47.66899,(47.66899, -122.310745),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/07/2017 05:03:27 PM
1119573,15000198074,2015198074,062,BICYCLE THEFT,THEFT,BIKE,06,13,2015,01:55:00,2XX BLOCK OF 29 AV E,C,C3,7700.1014,-122.294788403,47.62075412,(47.62075412, -122.294788403),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/13/2015 12:06:00 PM
1120140,15000198909,2015198909,062,BICYCLE THEFT,THEFT,BIKE,06,14,2015,02:30:00,32XX BLOCK OF 33 AV S,R,R2,9500.4023,-122.290949005,47.574502951,(47.574502951, -122.290949005),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/13/2015 11:25:00 PM
